,id,Doc,Target,Original_Value,Attached_Value,Type,Annotator,DOI
1027,1027,Barrier properties of chitosan coated polyethylene,permeability,"(['2.66', '×', '10', '^', '−', '17'], ['g', '/', 'm', 's', 'Pa'])",['PO2'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2012.02.037
1028,1028,Barrier properties of chitosan coated polyethylene,permeability,"(['514'], ['g', '/', 'm', 's', 'Pa'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.memsci.2012.02.037
1029,1029,Barrier properties of chitosan coated polyethylene,permeability,"(['1.32'], ['g', '/', 'm', 's', 'Pa'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.memsci.2012.02.037
1030,1030,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,permeability,"(['0.60', '×', '10', '^', '−', '18'], ['m', '^', '3', 'm', '/', 'm', '^', '2', 's', 'Pa'])",['OP'],QUANTITY,1,https://doi.org/10.1016/j.lwt.2010.03.014
1031,1031,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,permeability,"(['0.81', '×', '10', '^', '−', '18'], ['m', '^', '3', 'm', '/', 'm', '^', '2', 's', 'Pa'])",['OP'],QUANTITY,1,https://doi.org/10.1016/j.lwt.2010.03.014
1032,1032,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,permeability,"(['3.51', '×', '10', '^', '−', '18'], ['m', '^', '3', 'm', '/', 'm', '^', '2', 's', 'Pa'])","['oxygen', 'barrier', 'properties']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2010.03.014
1033,1033,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,permeability,"(['216.44', '×', '10', '^', '−', '18'], ['m', '^', '3', 'm', '/', 'm', '^', '2', 's', 'Pa'])","['oxygen', 'barrier', 'properties']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2010.03.014
1034,1034,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,permeability,"(['49.42', '×', '10', '^', '−', '18'], ['m', '^', '3', 'm', '/', 'm', '^', '2', 's', 'Pa'])","['oxygen', 'barrier', 'properties']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2010.03.014
1035,1035,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['402.8', '×', '10', '^', '−', '6', '±', '0.7', '×', '10', '^', '−', '6'], ['g', 'm', '/', 'm', '^', '2', 'day', 'atm'])","['Oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1036,1036,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['114.4', '×', '10', '^', '−', '6', '±', '16.2', '×', '10', '^', '−', '6'], ['g', 'm', '/', 'm', '^', '2', 'day', 'atm'])","['Oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1037,1037,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['402.8', '×', '10', '^', '−', '6', '±', '0.7', '×', '10', '^', '−', '6'], ['cc', 'm', '/', 'm', '^', '2', 'day', 'atm'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1038,1038,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['114.4', '×', '10', '^', '−', '6', '±', '16.2', '×', '10', '^', '−', '6'], ['cc', 'm', '/', 'm', '^', '2', 'day', 'atm'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1039,1039,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['196.4', '×', '10', '^', '−', '6', '±', '8.5', '×', '10', '^', '−', '6'], ['cc', 'm', '/', 'm', '^', '2', 'day', 'atm'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1040,1040,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['171.3', '×', '10', '^', '−', '6', '±', '2.5', '×', '10', '^', '−', '6'], ['cc', 'm', '/', 'm', '^', '2', 'day', 'atm'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1041,1041,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['clay'], [])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1042,1042,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['248.0', '×', '10', '^', '−', '6', '±', '4.6', '×', '10', '^', '−', '6'], ['cc', 'm', '/', 'm', '^', '2', 'day', 'atm'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1043,1043,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['207.3', '×', '10', '^', '−', '6', '±', '10.2', '×', '10', '^', '−', '6'], ['cc', 'm', '/', 'm', '^', '2', 'day', 'atm'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1044,1044,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['12.3', '×', '10', '^', '−', '3', '±', '0.5', '×', '10', '^', '−', '3'], ['ng', 'm', '/', 'm', '^', '2', 's', 'Pa'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1045,1045,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['13.1', '×', '10', '^', '−', '3', '±', '0.9', '×', '10', '^', '−', '3'], ['ng', 'm', '/', 'm', '^', '2', 's', 'Pa'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1046,1046,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['13.8', '×', '10', '^', '−', '3', '±', '1.0', '×', '10', '^', '−', '3'], ['ng', 'm', '/', 'm', '^', '2', 's', 'Pa'])",['OP'],QUANTITY,1,https://doi.org/10.1016/j.lwt.2008.12.016
1047,1047,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['3.2'], ['cm', '^', '3', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1048,1048,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.0639'], ['cm', '^', '3', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1049,1049,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.0234'], ['cm', '^', '3', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1050,1050,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,permeability,"(['89'], ['cm', '^', '3', 'μm', '/', 'm', '^', '2', 'day', 'mmHg'])","['oxygen', 'permeation']",QUANTITY,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1051,1051,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,permeability,"(['48'], ['cm', '^', '3', 'μm', '/', 'm', '^', '2', 'day', 'mmHg'])","['oxygen', 'permeation']",QUANTITY,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1052,1052,Gas permeation properties of poly(lactic acid),permeability,"(['3.3', '(', '10', '^', '−', '10'], ['cm', '^', '3', '(', 'STP', ')', 'cm', '/', 'cm', '^', '2', 's', 'cm', 'Hg', ')'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1053,1053,Gas permeation properties of poly(lactic acid),permeability,"(['0.04', '(', '10', '^', '−', '10'], ['cm', '^', '3', '(', 'STP', ')', 'cm', '/', 'cm', '^', '2', 's', 'cmHg', ')'])","['O2', 'permeation']",QUANTITY,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1054,1054,Gas permeation properties of poly(lactic acid),permeability,"(['3.3'], ['cm', '^', '3', '(', 'STP', ')', 'cm', '/', 'cm', '^', '2', 's', 'cmHg', ')'])","['O2', 'permeation']",QUANTITY,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1055,1055,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['186.47'], ['barrer'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2011.04.021
1056,1056,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['16.26'], ['barrer'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2011.04.021
1057,1057,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['120'], ['barrer'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2011.04.021
1058,1058,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['7.69'], ['barrer'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2011.04.021
1059,1059,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,permeability,"(['8512', '×', '10', '^', '−', '18'], ['mol', 'm', '^', '−', '1', 'Pa', '^', '−', '1', 's', '^', '−', '1'])",['O2'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1060,1060,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,permeability,"(['27,242', '×', '10', '^', '−', '18'], ['mol', 'm', '^', '−', '1', 'Pa', '^', '−', '1', 's', '^', '−', '1'])",['O2'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1061,1061,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,permeability,"(['2160', '×', '10', '^', '−', '18'], ['mol', 'm', '^', '−', '1', 'Pa', '^', '−', '1', 's', '^', '−', '1'])","['O2', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1062,1062,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,permeability,"(['1.24', '×', '10', '^', '−', '18'], ['mol', 'm', '^', '−', '1', 'Pa', '^', '−', '1', 's', '^', '−', '1'])",['O2'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1063,1063,Gas transport properties of polypropylene clay composite membranes,permeability,"(['2.6'], ['Barrers'])",['O2'],QUANTITY,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1064,1064,Suitability of novel galactomannans as edible coatings for tropical fruits,permeability,"(['0.99', '±', '0.13', '×', '10', '^', '−', '15'], ['g', 'm', '(', 'Pa', 's', 'm', '^', '2', ')', '^', '−', '1'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2009.04.003
1065,1065,Validation of a predictive model coupling gas transfer and microbial growth in fresh food packed under modified atmosphere,permeability,"(['1.0', '×', '10', '^', '−', '16'], ['mol', 'm', '^', '−', '1', 's', '^', '−', '1', 'Pa', '^', '−', '1'])","['O2', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.fm.2016.03.011
1066,1066,Validation of a predictive model coupling gas transfer and microbial growth in fresh food packed under modified atmosphere,permeability,"(['1', '0', '×', '10', '^', '−', '15'], ['mol', 'm', '^', '−', '1', 's', '^', '−', '1', 'Pa', '^', '−', '1'])","['O2', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.fm.2016.03.011
1067,1067,Validation of a predictive model coupling gas transfer and microbial growth in fresh food packed under modified atmosphere,permeability,"(['1', '0', '×', '10', '^', '−', '16'], ['mol', 'm', '^', '−', '1', 's', '^', '−', '1', 'Pa', '^', '−', '1'])","['O2', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.fm.2016.03.011
1068,1068,Validation of a predictive model coupling gas transfer and microbial growth in fresh food packed under modified atmosphere,permeability,"(['1', '0', '×', '10', '^', '−', '17'], ['mol', 'm', '^', '−', '1', 's', '^', '−', '1', 'Pa', '^', '−', '1'])","['O2', 'permeability', '\xa0']",QUANTITY,1,https://doi.org/10.1016/j.fm.2016.03.011
1069,1069,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['2000'], ['cc', '/', 'm', '^', '2', '×', 'day'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2009.08.018
1070,1070,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['466'], ['cc', '/', 'm', '^', '2', '×', 'day'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2009.08.018
1071,1071,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['811'], ['cc', '/', 'm', '^', '2', '×', 'day'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2009.08.018
1072,1072,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'TiO2', 'mixed', 'matrix', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1073,1073,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['mixed', 'matrix', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1074,1074,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,['MMMs'],,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1075,1075,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'MMT', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1076,1076,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['ES', '/', 'TiO2', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1077,1077,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'MMT']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1078,1078,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'TiO2', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1079,1079,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,"['starch–sorbitol', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
1080,1080,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,"['sorbitol–starch–water', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
1081,1081,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,['Starch'],,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
1082,1082,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,['EVOH'],,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
1083,1083,Application of bioplastics for food packaging,packaging,"['biobased', 'packaging']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1084,1084,Application of bioplastics for food packaging,packaging,"['multilayered', 'biobased', 'plastics']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1085,1085,Application of bioplastics for food packaging,packaging,"['biobased', 'polymer', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1086,1086,Application of bioplastics for food packaging,packaging,"['Biodegradable', 'polymers']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1087,1087,Application of bioplastics for food packaging,packaging,"['biobased', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1088,1088,Application of bioplastics for food packaging,packaging,['PLA'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1089,1089,Application of bioplastics for food packaging,packaging,['polylactide'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1090,1090,Application of bioplastics for food packaging,packaging,"['thermoplastic', 'polyester']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1091,1091,Application of bioplastics for food packaging,packaging,"['starch-based', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1092,1092,Application of bioplastics for food packaging,packaging,"['thermoplastic', 'starch']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1093,1093,Application of bioplastics for food packaging,packaging,['TPS'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1094,1094,Application of bioplastics for food packaging,packaging,['polyhydroxyalkanoates'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1095,1095,Application of bioplastics for food packaging,packaging,['PHA'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1096,1096,Application of bioplastics for food packaging,packaging,"['biodegradable', 'thermoplastic', 'polymers']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1097,1097,Application of bioplastics for food packaging,packaging,['Cellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1098,1098,Application of bioplastics for food packaging,packaging,"['PLA-Si', '/', 'SiOx']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1099,1099,Application of bioplastics for food packaging,packaging,"['PCL-Si', '/', 'SiOx']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1100,1100,Application of bioplastics for food packaging,packaging,['polycaprolactone'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1101,1101,Application of bioplastics for food packaging,packaging,"['PEO-Si', '/', 'SiOx']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1102,1102,Application of bioplastics for food packaging,packaging,"['polyethylene', 'oxide']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1103,1103,Application of bioplastics for food packaging,packaging,"['SPI', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1104,1104,Application of bioplastics for food packaging,packaging,['biopolymer'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1105,1105,Application of bioplastics for food packaging,packaging,"['multilayered', 'biobased', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1106,1106,Barrier and mechanical properties of carrot puree films,packaging,"['edible', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
1107,1107,Barrier and mechanical properties of carrot puree films,packaging,"['Edible', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
1108,1108,Barrier and mechanical properties of carrot puree films,packaging,"['carrot', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
1109,1109,Barrier and mechanical properties of carrot puree films,packaging,"['Carrot', 'puree', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
1110,1110,Barrier and mechanical properties of carrot puree films,packaging,"['carrot', 'puree', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
1111,1111,Barrier and mechanical properties of carrot puree films,packaging,"['carrot', 'puree', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
1112,1112,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['chitosan-coated', 'greaseproof', 'paper']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1113,1113,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['Greaseproof', 'papers']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1114,1114,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['chitosan', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1115,1115,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['pure', 'chitosan', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1116,1116,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['poly', '(', 'ethylene', 'terephthalate', ')']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1117,1117,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,['PETP'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1118,1118,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,['EVOH'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1119,1119,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,['coating'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1120,1120,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'coated', 'polyethylene']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1121,1121,Barrier properties of chitosan coated polyethylene,packaging,"['Coated', 'PE', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1122,1122,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'coated', 'PE']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1123,1123,Barrier properties of chitosan coated polyethylene,packaging,['Biopolymer'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1124,1124,Barrier properties of chitosan coated polyethylene,packaging,"['Chitosan', 'blends']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1125,1125,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'coatings']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1126,1126,Barrier properties of chitosan coated polyethylene,packaging,"['LDPE', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1127,1127,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'coated', 'PE', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1128,1128,Barrier properties of chitosan coated polyethylene,packaging,"['film', 'forming', 'solutions']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1129,1129,Barrier properties of chitosan coated polyethylene,packaging,['FFS'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1130,1130,Barrier properties of chitosan coated polyethylene,packaging,"['PE', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1131,1131,Barrier properties of chitosan coated polyethylene,packaging,"['polymer', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1132,1132,Barrier properties of chitosan coated polyethylene,packaging,['polypropylene'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1133,1133,Barrier properties of chitosan coated polyethylene,packaging,"['polyvinyl', 'chloride']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1134,1134,Barrier properties of chitosan coated polyethylene,packaging,"['PE', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1135,1135,Barrier properties of chitosan coated polyethylene,packaging,"['PE', 'films', 'coated', 'with', 'chitosan']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1136,1136,Barrier properties of chitosan coated polyethylene,packaging,"['films', 'based', 'on', 'chitosan']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1137,1137,Barrier properties of chitosan coated polyethylene,packaging,['CSA'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1138,1138,Barrier properties of chitosan coated polyethylene,packaging,['CSE'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1139,1139,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1140,1140,Barrier properties of chitosan coated polyethylene,packaging,"['cast', 'and', 'extruded', 'glycerol', 'plasticized', 'oat', 'starch']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1141,1141,Barrier properties of chitosan coated polyethylene,packaging,['methylcellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1142,1142,Barrier properties of chitosan coated polyethylene,packaging,"['glycerol', 'plasticized', 'wheat', 'gluten']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1143,1143,Barrier properties of chitosan coated polyethylene,packaging,"['amylose', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1144,1144,Barrier properties of chitosan coated polyethylene,packaging,"['CSE', 'plasticized', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1145,1145,Barrier properties of chitosan coated polyethylene,packaging,"['PE', 'chitosan', 'coated', 'samples']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1146,1146,Barrier properties of chitosan coated polyethylene,packaging,['PECSE'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1147,1147,Barrier properties of chitosan coated polyethylene,packaging,"['sorbitol', 'plasticized', 'starch', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1148,1148,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'films', 'influenced', 'by', 'casting', 'solvent', 'and', 'glycerol', 'addition', 'in', 'film', 'formulation']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1149,1149,Barrier properties of model epoxy nanocomposites,packaging,"['epoxy', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
1150,1150,Barrier properties of model epoxy nanocomposites,packaging,"['epoxy', '/', 'ZrP', 'nanocomposite', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
1151,1151,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,packaging,"['nylon', '6', '-', 'montmorillonite', 'nanocomposite']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
1152,1152,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,packaging,"['Polyamide', '6', '-', 'montmorillonites', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
1153,1153,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,packaging,"['PA6', '/', 'OMMT', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
